"INDEX","TARGET_WINS","TEAM_BATTING_H","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_BASERUN_CS","TEAM_PITCHING_H","TEAM_PITCHING_HR","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","CS_MISSING","DP_MISSING","SO_BAT_MISSING","SO_PITCH_MISSING","SB_MISSING","TARGET_WINS_OUTLIER","TEAM_BATTING_H_OUTLIER","TEAM_BATTING_2B_OUTLIER","TEAM_BATTING_3B_OUTLIER","TEAM_BATTING_HR_OUTLIER","TEAM_BATTING_BB_OUTLIER","TEAM_BATTING_SO_OUTLIER","TEAM_BASERUN_SB_OUTLIER","TEAM_BASERUN_CS_OUTLIER","TEAM_BATTING_HBP_OUTLIER","TEAM_PITCHING_H_OUTLIER","TEAM_PITCHING_HR_OUTLIER","TEAM_PITCHING_BB_OUTLIER","TEAM_PITCHING_SO_OUTLIER","TEAM_FIELDING_E_OUTLIER","TEAM_FIELDING_DP_OUTLIER","TEAM_PITCHING_H_CAPPED","TEAM_FIELDING_E_CAPPED","SINGLES","TOTAL_BASES","SB_SUCCESS_RATE","WHIP_PROXY","ERROR_RATE","POWER_RATIO","HR_RATIO","BB_SO_RATIO","PITCHING_K_BB_RATIO","LOG_WHIP_PROXY","LOG_TEAM_PITCHING_H","LOG_TEAM_FIELDING_E","LOG_SINGLES","LOG_TEAM_FIELDING_E_CAPPED","LOG_ERROR_RATE","LOG_TEAM_PITCHING_H_CAPPED","LOG_TEAM_BATTING_H","OFFENSIVE_TIER","PITCHING_TIER","ERROR_BUCKET"
555,92,1400,215,40,142,559,928,30,32,1400,142,559,928,136,149,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1400,136,1003,2121,0.483870967741935,12.0925925925926,0.0694231750893313,0.283571428571429,0.101428571428571,0.602370689655172,1.66010733452594,2.49259308271216,7.24422751560335,4.91265488573605,6.91075078796194,4.91265488573605,-2.66753453220849,7.24422751560335,7.24422751560335,"Medium","Elite","Low_Errors"
556,84,1424,228,44,179,607,844,39,16,1424,179,607,844,137,146,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1424,137,973,2277,0.709090909090909,12.537037037037,0.0674544559330379,0.316713483146067,0.125702247191011,0.719194312796208,1.39044481054366,2.528687226348,7.26122509197192,4.91998092582813,6.880384082186,4.91998092582813,-2.69630263575226,7.26122509197192,7.26122509197192,"Medium","Average","Medium_Errors"
557,83,1401,202,34,128,527,772,44,32,1401,128,527,772,126,150,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1401,126,1037,2055,0.578947368421053,11.9012345679012,0.0653526970954357,0.259814418272662,0.0913633119200571,0.682642487046632,1.46489563567362,2.47664213993811,7.24494154633701,4.83628190695148,6.94408720822953,4.83628190695148,-2.72795656821901,7.24494154633701,7.24494154633701,"Medium","Elite","Low_Errors"
558,89,1407,215,42,139,591,852,72,49,1471,145,618,890,138,155,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1471,138,1011,2123,0.59504132231405,12.8950617283951,0.0660603159406415,0.281449893390192,0.0987917555081734,0.693661971830986,1.44012944983819,2.55684442632418,7.29369772060144,4.92725368515721,6.91869521902047,4.92725368515721,-2.71718707639936,7.29369772060144,7.24921505711439,"Medium","Average","Medium_Errors"
559,77,1330,202,21,118,579,860,65,58,1338,119,583,865,158,156,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1338,158,989,1928,0.528455284552846,11.858024691358,0.0822488287350338,0.256390977443609,0.0887218045112782,0.673255813953488,1.48370497427101,2.47300482753617,7.19893124068817,5.06259503302697,6.89669433162271,5.06259503302697,-2.49800612974159,7.19893124068817,7.1929342212158,"Low","Elite","Medium_Errors"
560,66,1397,221,42,110,621,857,78,73,1397,110,621,857,199,141,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1397,199,1024,2032,0.516556291390728,12.4567901234568,0.0986124876114965,0.267000715819613,0.078740157480315,0.724620770128355,1.38003220611916,2.52226586568117,7.24208235925696,5.29330482472449,6.93147180559945,5.29330482472449,-2.31655737618906,7.24208235925696,7.24208235925696,"Medium","Elite","Medium_Errors"
561,75,1419,229,41,95,650,802,67,55,1419,95,650,802,178,152,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1419,178,1054,2015,0.549180327868853,12.7716049382716,0.0860318994683422,0.25722339675828,0.0669485553206483,0.810473815461347,1.23384615384615,2.54722434251316,7.25770767716004,5.18178355029209,6.96034772910131,5.18178355029209,-2.45303712745346,7.25770767716004,7.25770767716004,"Medium","Elite","Medium_Errors"
562,75,1386,216,24,105,490,834,74,74,1386,105,490,834,140,145,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1386,140,1041,1965,0.5,11.5802469135802,0.0746268656716418,0.248917748917749,0.0757575757575758,0.587529976019185,1.70204081632653,2.44930079433379,7.23417717974985,4.9416424226093,6.94793706861497,4.9416424226093,-2.59525470695687,7.23417717974985,7.23417717974985,"Medium","Elite","Medium_Errors"
563,81,1489,271,37,111,534,796,64,45,1489,111,534,796,153,147,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1489,153,1070,2167,0.587155963302752,12.4876543209877,0.0756302521008403,0.281396910678308,0.0745466756212223,0.670854271356784,1.49063670411985,2.52474050193536,7.30586003268401,5.03043792139244,6.97541392745595,5.03043792139244,-2.58189891577531,7.30586003268401,7.30586003268401,"Medium","Average","Medium_Errors"
564,79,1461,224,48,72,562,746,110,58,1461,72,562,746,144,154,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1461,144,1117,1997,0.654761904761905,12.4876543209877,0.0711814137419674,0.235455167693361,0.0492813141683778,0.753351206434316,1.32740213523132,2.52474050193536,7.2868764117507,4.969813299576,7.0184017990692,4.969813299576,-2.64252353759174,7.2868764117507,7.2868764117507,"Medium","Average","Medium_Errors"
565,80,1494,250,43,135,478,762,73,52,1494,135,478,762,159,163,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1494,159,1066,2235,0.584,12.1728395061728,0.0806288032454361,0.286479250334672,0.0903614457831325,0.627296587926509,1.59414225941423,2.4992071999302,7.30921236569276,5.06890420222023,6.97166860472579,5.06890420222023,-2.51789933294235,7.30921236569276,7.30921236569276,"Medium","Average","Medium_Errors"
567,60,1318,217,46,90,538,961,113,64,2073,142,846,1511,178,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2073,178,965,1897,0.638418079096045,18.0185185185185,0.0609797875984926,0.26783004552352,0.0682852807283763,0.559833506763788,1.78605200945626,2.89140003562173,7.63675211243578,5.18178355029209,6.87212810133899,5.18178355029209,-2.79721282056203,7.63675211243578,7.18387071506245,"Low","Poor","Medium_Errors"
568,73,1436,239,46,102,460,869,132,70,1436,102,460,869,132,110,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1436,132,1049,2073,0.653465346534653,11.7037037037037,0.069620253164557,0.26949860724234,0.0710306406685237,0.529344073647871,1.88913043478261,2.45990534758258,7.26961674960817,4.88280192258637,6.9555926083963,4.88280192258637,-2.6646997602286,7.26961674960817,7.26961674960817,"Medium","Average","Low_Errors"
569,71,1436,272,42,140,470,868,84,40,1436,140,470,868,115,164,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1436,115,982,2212,0.67741935483871,11.7654320987654,0.0603357817418678,0.316155988857939,0.0974930362116992,0.54147465437788,1.8468085106383,2.46516574898176,7.26961674960817,4.74493212836325,6.88959130835447,4.74493212836325,-2.8078299558509,7.26961674960817,7.26961674960817,"Medium","Average","Low_Errors"
570,97,1424,241,47,137,571,973,155,66,1433,138,575,979,122,138,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1433,122,999,2170,0.701357466063348,12.3950617283951,0.0607569721115538,0.298455056179775,0.0962078651685393,0.586844809866393,1.70260869565217,2.51729814557924,7.26752542782817,4.80402104473326,6.90675477864855,4.80402104473326,-2.80087343607836,7.26752542782817,7.26122509197192,"Medium","Average","Low_Errors"
571,77,1406,240,28,151,565,943,183,49,1415,152,569,949,135,151,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1415,135,987,2155,0.788793103448276,12.2469135802469,0.0680443548387097,0.29800853485064,0.107396870554765,0.59915164369035,1.66783831282953,2.50527395261243,7.25488481007734,4.90527477843843,6.89467003943348,4.90527477843843,-2.68759550940639,7.25488481007734,7.24850407237061,"Medium","Elite","Low_Errors"
572,71,1427,261,27,157,514,978,134,63,1445,159,520,990,126,149,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1445,126,982,2213,0.680203045685279,12.1296296296296,0.0641221374045802,0.311843027330063,0.110021023125438,0.525562372188139,1.90384615384615,2.49565118907098,7.27586460054653,4.83628190695148,6.88959130835447,4.83628190695148,-2.74696561735188,7.27586460054653,7.26332961747684,"Medium","Average","Low_Errors"
573,76,1484,246,33,210,507,1071,110,48,1493,211,510,1078,131,155,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1493,131,995,2426,0.69620253164557,12.3641975308642,0.0654018971542686,0.329514824797844,0.141509433962264,0.473389355742297,2.11372549019608,2.51480500043343,7.30854279753919,4.87519732320115,6.90274273715859,4.87519732320115,-2.72720401246467,7.30854279753919,7.30249642372733,"Medium","Average","Low_Errors"
574,77,1481,262,46,113,403,910,120,46,1481,113,403,910,125,128,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1481,125,1060,2174,0.72289156626506,11.6296296296296,0.066348195329087,0.284267386900743,0.0762997974341661,0.442857142857143,2.25806451612903,2.45355611990392,7.3004728142678,4.8283137373023,6.96602418710611,4.8283137373023,-2.71283871783401,7.3004728142678,7.3004728142678,"Medium","Average","Low_Errors"
575,93,1438,235,45,124,472,921,136,57,1438,124,472,921,119,130,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1438,119,1034,2135,0.704663212435233,11.7901234567901,0.062303664921466,0.280945757997218,0.086230876216968,0.512486427795874,1.95127118644068,2.46726218580829,7.27100853828099,4.77912349311153,6.94119005506837,4.77912349311153,-2.77573502792915,7.27100853828099,7.27100853828099,"Medium","Average","Low_Errors"
576,77,1474,240,36,136,406,869,151,50,1474,136,406,869,122,136,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1474,122,1062,2194,0.751243781094527,11.6049382716049,0.0648936170212766,0.279511533242877,0.0922659430122117,0.467203682393556,2.14039408866995,2.45143072059161,7.29573507274928,4.80402104473326,6.96790920180188,4.80402104473326,-2.73500601109074,7.29573507274928,7.29573507274928,"Medium","Average","Low_Errors"
577,78,1412,235,26,161,448,890,125,65,1430,163,454,901,114,122,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1430,114,990,2182,0.657894736842105,11.6296296296296,0.0605095541401274,0.298866855524079,0.114022662889518,0.503370786516854,1.98458149779736,2.45355611990392,7.26542972325395,4.7361984483945,6.89770494312864,4.7361984483945,-2.80495400674181,7.26542972325395,7.25276241805319,"Medium","Average","Low_Errors"
579,84,1521,259,32,161,446,923,100,43,1521,161,446,923,115,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1521,115,1069,2327,0.699300699300699,12.141975308642,0.0584646670055923,0.297172912557528,0.105851413543721,0.483206933911159,2.0695067264574,2.49666848315667,7.32712329225929,4.74493212836325,6.97447891102505,4.74493212836325,-2.83933269002581,7.32712329225929,7.32712329225929,"Medium","Average","Low_Errors"
580,70,1455,271,37,156,522,1075,99,76,2086,224,748,1541,116,158,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2086,116,991,2268,0.565714285714286,17.4938271604938,0.0409315455187015,0.318900343642612,0.107216494845361,0.485581395348837,2.06016042780749,2.86184808501824,7.64300363556072,4.75359019110636,6.89871453432999,4.75359019110636,-3.19585422914426,7.64300363556072,7.28276117960559,"Medium","Poor","Low_Errors"
581,82,1479,300,44,178,495,1072,118,42,1664,200,557,1206,129,129,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1664,129,957,2401,0.7375,13.7098765432099,0.0580819450697884,0.352941176470588,0.120351588911427,0.461753731343284,2.16517055655296,2.61811648866204,7.41697962138115,4.85981240436167,6.86380339145295,4.85981240436167,-2.84590041953276,7.41697962138115,7.2991214627108,"Medium","Average","Low_Errors"
582,76,1388,267,19,175,523,1090,108,50,1388,175,523,1090,104,147,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1388,104,927,2218,0.683544303797468,11.7962962962963,0.054421768707483,0.332132564841499,0.126080691642651,0.479816513761468,2.08413001912046,2.46778560900789,7.23561914106675,4.64439089914137,6.83195356556585,4.64439089914137,-2.9109910450989,7.23561914106675,7.23561914106675,"Medium","Elite","Low_Errors"
583,68,1444,269,39,127,451,1003,116,60,1444,127,451,1003,115,117,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1444,115,1009,2172,0.659090909090909,11.6975308641975,0.0606860158311346,0.301246537396122,0.0879501385041551,0.449651046859422,2.22394678492239,2.45937778228414,7.27517231945277,4.74493212836325,6.91671502035361,4.74493212836325,-2.80204198915328,7.27517231945277,7.27517231945277,"Medium","Average","Low_Errors"
584,89,1485,248,34,211,597,1215,65,44,1476,210,593,1208,100,106,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1476,100,992,2434,0.596330275229358,12.7716049382716,0.0483325277912035,0.331986531986532,0.142087542087542,0.491358024691358,2.03709949409781,2.54722434251316,7.29709100516042,4.60517018598809,6.89972310728487,4.60517018598809,-3.02965049175745,7.29709100516042,7.3031700512368,"Medium","Average","Low_Errors"
585,67,1411,255,35,189,571,1170,60,44,1411,189,571,1170,139,135,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1411,139,932,2303,0.576923076923077,12.2345679012346,0.0701311806256307,0.339475549255847,0.133947554925585,0.488034188034188,2.04903677758319,2.50426537965755,7.25205395185281,4.93447393313069,6.83733281468559,4.93447393313069,-2.65738778175924,7.25205395185281,7.25205395185281,"Medium","Elite","Medium_Errors"
586,65,1426,272,23,183,632,1120,93,37,1426,183,632,1120,100,139,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1426,100,948,2293,0.715384615384615,12.7037037037037,0.0485908649173955,0.335203366058906,0.128330995792426,0.564285714285714,1.77215189873418,2.54189358116161,7.26262860097424,4.60517018598809,6.85435450225502,4.60517018598809,-3.0243197304059,7.26262860097424,7.26262860097424,"Medium","Average","Low_Errors"
587,88,1409,268,32,194,577,1077,67,36,1409,194,577,1077,109,113,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1409,109,915,2323,0.650485436893204,12.2592592592593,0.0548841893252769,0.350603264726757,0.137686302342087,0.535747446610956,1.86655112651646,2.50628150937273,7.25063551189868,4.69134788222914,6.81892406527552,4.69134788222914,-2.90252996237597,7.25063551189868,7.25063551189868,"Medium","Elite","Low_Errors"
588,67,1351,259,29,200,585,1269,63,21,1351,200,585,1269,114,144,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1351,114,863,2268,0.75,11.9506172839506,0.0588842975206612,0.361213915618061,0.148038490007402,0.460992907801418,2.16923076923077,2.48078293260414,7.2086003379602,4.7361984483945,6.76041469108343,4.7361984483945,-2.83218081944203,7.2086003379602,7.2086003379602,"Low","Elite","Low_Errors"
589,88,1431,302,24,172,492,1158,73,31,1431,172,492,1158,106,157,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1431,106,933,2297,0.701923076923077,11.8703703703704,0.0551222048881955,0.348008385744235,0.120195667365479,0.424870466321244,2.35365853658537,2.4740454103564,7.26612877955645,4.66343909411207,6.83840520084734,4.66343909411207,-2.89820265147671,7.26612877955645,7.26612877955645,"Medium","Average","Low_Errors"
590,89,1508,308,29,235,489,1080,66,28,1508,235,489,1080,86,126,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1508,86,936,2579,0.702127659574468,12.3271604938272,0.043064596895343,0.379310344827586,0.155835543766578,0.452777777777778,2.20858895705521,2.51180499818343,7.3185395485679,4.45434729625351,6.84161547647759,4.45434729625351,-3.14505403716231,7.3185395485679,7.3185395485679,"Medium","Average","Low_Errors"
591,79,1506,323,23,194,419,920,65,39,1506,194,419,920,101,136,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1506,101,966,2457,0.625,11.8827160493827,0.0524675324675325,0.358565737051793,0.128818061088977,0.455434782608696,2.19570405727924,2.4750849114895,7.31721240835984,4.61512051684126,6.87316383421252,4.61512051684126,-2.94756072988063,7.31721240835984,7.31721240835984,"Medium","Average","Low_Errors"
592,66,1496,271,46,166,395,928,121,49,1496,166,395,928,106,122,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1496,106,1013,2357,0.711764705882353,11.6728395061728,0.0560549973558963,0.322860962566845,0.11096256684492,0.425646551724138,2.3493670886076,2.45726473342607,7.31055015853442,4.66343909411207,6.92067150424868,4.66343909411207,-2.88142197454639,7.31055015853442,7.31055015853442,"Medium","Average","Low_Errors"
593,92,1382,239,53,55,547,679,180,49,1454,58,575,714,262,119,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1454,262,1035,1892,0.786026200873362,12.5246913580247,0.129127649088221,0.251085383502171,0.0397973950795948,0.80559646539028,1.24173913043478,2.52770200459343,7.28207365809346,5.5683445037611,6.94215670569947,5.5683445037611,-2.04695383606472,7.28207365809346,7.23128700432762,"Low","Average","High_Errors"
594,92,1407,197,82,53,473,629,172,49,1500,56,504,670,242,109,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1500,242,1075,1927,0.778280542986425,12.3703703703704,0.120758483033932,0.235963041933191,0.0376687988628287,0.751987281399046,1.32936507936508,2.51530412697237,7.3132203870903,5.48893772615669,6.98007594056176,5.48893772615669,-2.11396273604807,7.3132203870903,7.24921505711439,"Medium","Average","High_Errors"
595,89,1550,236,112,37,582,485,326,49,1833,44,688,574,582,149,1,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,1833,582,1165,2121,0.869333333333333,15.5617283950617,0.230860769535898,0.248387096774194,0.0238709677419355,1.2,0.834302325581395,2.74481459195554,7.5137092478397,6.36647044773144,7.0604763659998,6.36647044773144,-1.46594047945648,7.5137092478397,7.34601020991329,"High","Poor","High_Errors"
597,89,1509,206,60,17,497,461,320,49,1824,21,601,557,313,151,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1824,313,1226,1886,0.867208672086721,14.9691358024691,0.129072164948454,0.18754141815772,0.0112657388999337,1.07809110629067,0.926788685524126,2.7059904681392,7.50878717063428,5.74620319054015,7.11151211649616,5.74620319054015,-2.04738361283143,7.50878717063428,7.31920245876785,"Medium","Poor","High_Errors"
598,71,1362,208,58,17,384,635,213,49,1611,20,454,751,351,101,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1611,351,1079,1737,0.812977099236641,12.7469135802469,0.169975786924939,0.207782672540382,0.0124816446402349,0.604724409448819,1.65418502202643,2.54528917016275,7.38461038317697,5.86078622346587,6.98378996525813,5.86078622346587,-1.77209928192927,7.38461038317697,7.21670948670946,"Low","Average","High_Errors"
600,98,1293,213,59,12,468,750,207,49,1378,13,499,813.5,231,68,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,1378,231,1009,1660,0.80859375,11.5864197530864,0.123068726691529,0.219644238205723,0.00928074245939675,0.624,1.63026052104208,2.44983370135412,7.2283884515736,5.44241771052179,6.91671502035361,5.44241771052179,-2.09501232606472,7.2283884515736,7.16472037877186,"Low","Elite","High_Errors"
601,100,1216,163,56,8,486,750,230,49,1305,9,521,813.5,261,86,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,1305,261,989,1515,0.824372759856631,11.2716049382716,0.142935377875137,0.186677631578947,0.00657894736842105,0.648,1.56142034548944,2.42228672592253,7.17395831975679,5.56452040732269,6.89669433162271,5.56452040732269,-1.94536265383222,7.17395831975679,7.10332206252611,"Low","Elite","High_Errors"
602,93,1293,160,35,5,452,750,188,49,1387,5,485,813.5,249,108,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,1387,249,1093,1538,0.793248945147679,11.5555555555556,0.133012820512821,0.154679040989946,0.00386697602474865,0.602666666666667,1.67731958762887,2.44716632180515,7.23489842031483,5.51745289646471,6.99668148817654,5.51745289646471,-2.01730976057283,7.23489842031483,7.16472037877186,"Low","Elite","High_Errors"
603,94,1201,155,44,3,493,750,223,49,1280,3,525,813.5,248,87,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,1280,248,999,1453,0.819852941176471,11.141975308642,0.137396121883657,0.16819317235637,0.00249791840133222,0.657333333333333,1.54952380952381,2.4107195355346,7.15461535691366,5.51342874616498,6.90675477864855,5.51342874616498,-1.984887124602,7.15461535691366,7.09090982207998,"Low","Elite","High_Errors"
604,83,1183,155,60,4,470,750,225,49,1261,4,501,813.5,263,108,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,1261,263,964,1470,0.821167883211679,10.8765432098765,0.149262202043133,0.185122569737954,0.00338123415046492,0.626666666666667,1.62375249500998,2.38660847126374,7.13966033596492,5.57215403217776,6.87109129461055,5.57215403217776,-1.90205077431836,7.13966033596492,7.07580886397839,"Low","Elite","High_Errors"
606,83,1503,192,99,21,413,750,216,49,1612,23,443,813.5,274,105,1,0,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,1612,274,1191,1956,0.815094339622642,12.6851851851852,0.133333333333333,0.207584830339321,0.0139720558882236,0.550666666666667,1.83634311512415,2.54043479169795,7.38523092306657,5.61312810638807,7.0825485693553,5.61312810638807,-2.01490302054226,7.38523092306657,7.31521838975297,"Medium","Average","High_Errors"
608,83,1214,167,70,26,424,586,166,49,1294,28,452,625,272,111,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1294,272,951,1599,0.772093023255814,10.7777777777778,0.155784650630011,0.2166392092257,0.0214168039538715,0.723549488054608,1.38274336283186,2.37748640116716,7.16549347506085,5.605802066296,6.85751406254539,5.605802066296,-1.85928067010355,7.16549347506085,7.10167597161944,"Low","Elite","High_Errors"
